Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
11/16/2018,247.44873877779173,250.1436360489365,246.9206674990873,249.21499633789062,126668000,16,4,46,11,2018
11/19/2018,248.5959203408581,248.8963814499797,244.06194164371536,244.99969482421875,103061700,19,0,47,11,2018
11/20/2018,241.59457499043225,243.0877113479822,239.58250845517557,240.46563720703125,136021300,20,1,47,11,2018
11/21/2018,242.04984711307196,243.22432386127457,241.27599443887598,241.2850799560547,75563700,21,2,47,11,2018
11/23/2018,239.6098464,241.1029829673844,239.50971127897924,239.673584,42807900,23,4,47,11,2018
11/26/2018,241.97696362855524,243.7705331820194,241.57636743903893,243.5429229736328,79981400,26,0,48,11,2018
11/27/2018,242.48684429093507,244.3623504638672,241.86775110043297,244.3623504638672,75502400,27,1,48,11,2018
11/28/2018,245.4549129488518,249.98889160156253,244.29863503183049,249.9888916015625,127629600,28,2,48,11,2018
11/29/2018,249.19675962168284,250.87196746733198,248.03139643408127,249.44259643554688,82346400,29,3,48,11,2018
11/30/2018,249.28783519300214,251.5366254589653,248.96008978636115,250.96304321289062,98204200,30,4,48,11,2018
12/3/2018,255.1783902111836,255.2876387,252.65647876373833,254.28614807128906,103176300,3,0,49,12,2018
12/4/2018,253.4394215671182,253.8764431888977,245.72798625547802,246.04664611816406,177986000,4,1,49,12,2018
12/6/2018,242.10445757461508,245.7917321244375,238.93611322422782,245.67337036132812,204185400,6,3,49,12,2018
12/7/2018,245.32740261687007,246.9297875277042,239.10910335606363,239.9649200439453,161018900,7,4,49,12,2018
12/10/2018,239.7828157532941,241.41251274642667,235.45822147169662,240.42013549804688,151445900,10,0,50,12,2018
12/11/2018,243.68861726326566,243.8798020746867,238.9725400185366,240.47476196289062,121504400,11,1,50,12,2018
12/12/2018,243.51564893913604,244.90862252090656,241.60371733282562,241.68565368652344,97976700,12,2,50,12,2018
12/13/2018,242.65074619000637,243.53387514734982,240.46569315894266,241.60374450683594,96662700,13,3,50,12,2018
12/14/2018,239.40956741711977,240.3837459954155,236.5781091,237.1425781,116961100,14,4,50,12,2018
12/17/2018,236.16836371918907,237.3064148433028,230.82408008586324,232.4901885986328,165492300,17,0,51,12,2018
12/18/2018,234.1654194966514,234.84825019761232,230.59647880780318,232.2352752685547,134515100,18,1,51,12,2018
12/19/2018,232.31716616959625,236.16832667977795,227.01840819070972,228.75733947753906,214992800,19,2,51,12,2018
12/20/2018,227.4827335,229.08510431711522,222.73933097747442,225.0336456298828,252053400,20,3,51,12,2018
12/21/2018,225.9540196508242,228.67382065287254,219.7634897593749,220.42283630371094,255345600,21,4,51,12,2018
12/24/2018,218.9026440470095,220.55101017146305,214.53449128389386,214.5985870361328,147311600,24,0,52,12,2018
12/26/2018,216.09133025711083,225.4412078857422,214.06749973540803,225.4412078857422,218485400,26,2,52,12,2018
12/27/2018,222.1353004,227.3734203444324,218.8294152855618,227.17196655273438,186267300,27,3,52,12,2018
12/28/2018,228.55477478861712,230.22144629105955,225.68844913820408,226.87893676757812,153100200,28,4,52,12,2018
12/31/2018,228.53640040580783,229.1133320036784,226.6224709115158,228.86607360839844,144299400,31,0,1,12,2018
1/2/2019,225.25805361025564,230.04747598444519,225.2305819997488,229.10423278808594,126925200,2,2,1,1,2019
1/3/2019,227.3184655880359,227.6298337376136,223.14261389426045,223.6371307373047,144140700,3,3,1,1,2019
1/4/2019,226.7324126418918,231.7873983238682,226.3477961405846,231.1280517578125,142628800,4,4,1,1,2019
1/7/2019,231.4027916050669,234.3881563690486,230.4870339994263,232.95042419433594,103139100,7,0,2,1,2019
1/8/2019,235.1848579897206,235.6335702411082,232.60241502125248,235.13905334472656,102512600,8,1,2,1,2019
1/9/2019,235.86246642184688,237.09874446299455,234.60788329407595,236.23793029785156,95006600,9,2,2,1,2019
1/10/2019,234.67202416047394,237.32771530152803,233.97603952266772,237.07130432128906,96823900,10,3,2,1,2019
1/11/2019,235.9723556900191,237.19032865927986,235.37711898054533,237.16285705566406,73858100,11,4,2,1,2019
1/14/2019,235.22144080275464,236.54013374188045,234.8093667259647,235.71595764160156,70908200,14,0,3,1,2019
1/15/2019,236.1006150168278,238.73800119620373,236.0914484985084,238.4174805,85208300,15,1,3,1,2019
1/16/2019,238.8570292934426,239.90100631408836,238.64642294298787,238.99441528320312,77636700,16,2,3,1,2019
1/17/2019,238.1061489624171,241.68676462891787,238.0603443131551,240.8076172,96118400,17,3,3,1,2019
1/18/2019,242.6573771,244.48889173114765,240.84416765038122,244.01268005371094,127900300,18,4,3,1,2019
1/22/2019,242.5109236150114,242.7306964863474,239.0676662483321,240.7160186767578,115531200,22,1,4,1,2019
1/23/2019,241.7691714497127,242.48346125550378,238.70137791901487,241.21971130371094,86030300,23,2,4,1,2019
1/24/2019,241.03657664348302,241.9431957711901,240.0017659699299,241.34793090820312,59204100,24,3,4,1,2019
1/25/2019,243.2342930868818,244.23249317821018,241.448583,243.38998413085938,96883400,25,4,4,1,2019
1/28/2019,241.20135063121086,241.6042581689503,239.7361332284127,241.54017639160156,85613700,28,0,5,1,2019
1/29/2019,241.68675661981803,242.26366042908072,240.3680634480954,241.21971130371094,66136300,29,1,5,1,2019
1/30/2019,242.7672698225601,245.89914419005538,241.98887051538534,245.0383301,92473700,30,2,5,1,2019
1/31/2019,244.97434230235785,247.6849771700537,244.75454145864308,247.19046020507812,104012100,31,3,5,1,2019
2/1/2019,247.39186305692775,248.3534251222951,246.50357723579538,247.3094482421875,85782500,1,4,5,2,2019
2/4/2019,247.35523579826614,249.11350243004182,246.66841769856782,249.0493927001953,60744800,4,0,6,2,2019
2/5/2019,249.4890261392353,250.4047838249771,248.9762040709564,250.0934295654297,79552800,5,1,6,2,2019
2/6/2019,249.80955282233893,250.31320838271714,249.0128480883881,249.7637481689453,58347800,6,2,6,2,2019
2/7/2019,248.11534630689428,248.673945,245.68859445256237,247.38275146484375,95482000,7,3,6,2,2019
2/8/2019,246.10978699245075,247.78561064082038,245.2672779367116,247.6848907470703,75788900,8,4,6,2,2019
2/11/2019,248.35340528103418,248.61895479174927,247.2819568816125,247.82225036621094,68021400,11,0,7,2,2019
2/12/2019,249.47071959512846,251.3937883666341,249.3974433305396,251.00918579101562,72270200,12,1,7,2,2019
2/13/2019,251.86079584162707,252.6849720406862,251.43038867870584,251.82415771484375,65277200,13,2,7,2,2019
2/14/2019,250.7160277120003,252.41935078991497,249.8826852312322,251.26548767089844,83234400,14,3,7,2,2019
2/15/2019,253.07870765291324,254.04026971374145,252.86810133180413,254.00363159179688,97088700,15,4,7,2,2019
2/19/2019,253.18865395017448,255.11172242096546,253.17948743185764,254.4432373046875,59120800,19,1,8,2,2019
2/20/2019,254.40667071527164,255.42317639969943,253.89384858596554,254.9561309814453,76610800,20,2,8,2,2019
2/21/2019,254.3058188906641,254.6721162292501,253.06954091957786,254.04940795898438,64214700,21,3,8,2,2019
2/22/2019,254.68133086274392,255.82602785438914,254.03115079656652,255.6245880126953,78114600,22,4,8,2,2019
2/25/2019,257.0806669,257.6117940494862,255.89016511739592,255.9725799560547,69030700,25,0,9,2,2019
2/26/2019,255.61543252496224,256.68685330522544,255.40479820859616,255.7894287109375,56844100,26,1,9,2,2019
2/27/2019,255.0567528353238,256.03662,254.10438521670608,255.6794891357422,56921600,27,2,9,2,2019
2/28/2019,255.4596885541429,255.90842870510883,254.87361832272313,255.20327758789062,69268300,28,3,9,2,2019
3/1/2019,256.8150275007243,257.21796302385366,255.3315048686117,256.7967224121094,78880500,1,4,9,3,2019
3/4/2019,257.87731806324217,258.12456252788417,253.51830341228728,255.86264038085938,106494600,4,0,10,3,2019
3/5/2019,255.99087551219708,256.19234329276526,254.95606500049266,255.51466369628906,59114600,5,1,10,3,2019
3/6/2019,255.6336190299071,255.64278554492878,253.637275,253.96693420410156,75039800,6,2,10,3,2019
3/7/2019,253.50921775966006,253.65574236027243,250.98174525254925,251.84255981445312,94885100,7,3,10,3,2019
3/8/2019,249.94684958056988,251.51278705101535,249.47066575034626,251.3387908935547,85795800,8,4,10,3,2019
3/11/2019,252.07141836533964,255.14835015058617,252.0439467582107,254.9835205078125,65098900,11,0,11,3,2019
3/12/2019,255.5512688499906,256.4761928068976,255.3589676127572,255.94503784179688,79667500,12,1,11,3,2019
3/13/2019,256.8516222782117,258.5915555908017,256.68676472169835,257.6391602,80639200,13,2,11,3,2019
3/14/2019,257.66672755247873,258.0971347692604,257.0257139604185,257.47442626953125,67518400,14,3,11,3,2019
3/15/2019,258.0382004087453,259.5742358109153,257.8450240694716,258.7464294433594,81309000,15,4,11,3,2019
3/18/2019,258.9671953504655,259.98817815596726,258.7372475555992,259.68463134765625,62199800,18,0,12,3,2019
3/19/2019,260.7700369,261.5518370188879,258.8384695628634,259.7490539550781,90268100,19,1,12,3,2019
3/20/2019,259.52825023180134,260.7607668903503,257.8358380408179,258.9671630859375,84609200,20,2,12,3,2019
3/21/2019,258.13020834848413,262.3060401,258.08420194793973,261.89215087890625,79550400,21,3,12,3,2019
3/22/2019,260.5033185458213,261.03678520119877,256.78735347142845,256.85174560546875,122659300,22,4,12,3,2019
3/25/2019,256.50222296496065,257.71635434847457,255.37089750879147,256.6585998535156,85575200,25,0,13,3,2019
3/26/2019,258.4521084493332,259.5466621727052,257.1368138304235,258.5716857910156,68125900,26,1,13,3,2019
3/27/2019,258.56252246690457,259.1604092760653,255.6375928289624,257.2196350097656,72224700,27,2,13,3,2019
3/28/2019,257.8634687193908,258.6544756784557,256.6861371053362,258.1945801,56238500,28,3,13,3,2019
3/29/2019,259.7398539951809,260.15374319896375,258.59011497945056,259.8226318359375,82186800,29,4,13,3,2019
4/1/2019,261.8645900905547,263.2074775072287,261.5886358631489,262.9039306640625,77617900,1,0,14,4,2019
4/2/2019,263.0970153952931,263.27177792416484,262.22320275093443,263.0326232910156,40070400,2,1,14,4,2019
4/3/2019,264.27443127500646,264.6791416745542,262.8303522616111,263.4466247558594,68243200,3,2,14,4,2019
4/4/2019,263.7777190170461,264.4031703,263.0694898987007,264.1456298828125,48997500,4,3,14,4,2019
4/5/2019,264.82624423099713,265.4792879991117,264.5319043662884,265.4241027832031,58621700,5,4,14,4,2019
4/8/2019,264.99180677449135,265.7368352784393,264.3203492037379,265.6264648,53566300,8,0,15,4,2019
4/9/2019,264.6422238170951,264.97333504876093,263.70404725758624,264.2651062011719,66142300,9,1,15,4,2019
4/10/2019,264.68828610178633,265.2585801868915,264.26519003717095,265.1665954589844,52601500,10,2,15,4,2019
4/11/2019,265.6631918892037,265.6723988,264.5134532702933,265.0929260253906,55093100,11,3,15,4,2019
4/12/2019,266.7395182332956,267.1718213339143,265.13909010623416,266.8866882324219,69727800,12,4,15,4,2019
4/15/2019,266.9601559980261,267.06134761384834,265.89319496917227,266.7118225097656,49596700,15,0,16,4,2019
4/16/2019,267.61333133129307,267.6685165722395,266.27962251220373,266.8866882324219,52153200,16,1,16,4,2019
4/17/2019,268.0270654219356,268.05465802642976,265.8103659616029,266.2334899902344,58268300,17,2,16,4,2019
4/18/2019,266.8314115092336,267.0337666799295,265.5069100410052,266.7578125,68708500,18,3,16,4,2019
4/22/2019,265.9760754631327,267.14420036562075,265.88409071471375,266.9878234863281,40160100,22,0,17,4,2019
4/23/2019,267.3648760423238,269.6275824079258,267.1257494385704,269.3884277,52246600,23,1,17,4,2019
4/24/2019,269.3056997735199,269.64601805979663,268.6434489216453,268.7906188964844,50392900,24,2,17,4,2019
4/25/2019,268.6893310688718,269.2963964715808,267.4108362292182,268.62493896484375,57770900,25,3,17,4,2019
4/26/2019,268.6710217886611,269.9495169920322,267.8799867407721,269.8759460449219,50916400,26,4,17,4,2019
4/29/2019,269.9679913422285,270.8325975311823,269.8760065853556,270.2991027832031,57197700,29,0,18,4,2019
4/30/2019,269.94955394431526,270.73138220466154,268.5055028599253,270.4370422363281,81111700,30,1,18,4,2019
5/1/2019,271.08086210314866,271.2924241831187,268.39505946313636,268.4042663574219,71671900,1,2,18,5,2019
5/2/2019,268.2846942,269.22289919199574,266.29794180248786,267.8247985839844,65030200,2,3,18,5,2019
5/3/2019,269.3332276578416,270.73129997809605,267.93512726779124,270.4461669921875,56543700,3,4,18,5,2019
5/6/2019,266.0495908026638,269.78394063541634,265.72765828539923,269.333252,107198100,6,0,19,5,2019
5/7/2019,266.87744812423864,267.4845137689108,262.88555713030667,264.83551025390625,144729900,7,1,19,5,2019
5/8/2019,264.4676513671875,266.2152496197125,263.8605856030834,264.4676513671875,91568300,8,2,19,5,2019
5/9/2019,262.3520940364527,264.28363339477966,260.57687541704513,263.6673889160156,103471100,9,3,19,5,2019
5/10/2019,262.7107292579577,265.76444244400204,259.6570160719134,264.9918212890625,112429300,10,4,19,5,2019
5/13/2019,259.7674502,260.7516054623908,257.4771509461023,258.3325500488281,127290500,13,0,20,5,2019
5/14/2019,259.3718839022557,262.2324488261187,259.24312774425437,260.6687927246094,77003200,14,1,20,5,2019
5/15/2019,259.0039116678007,262.84863082632864,258.79234965934756,262.1955871582031,73956400,15,2,20,5,2019
5/16/2019,262.913136,266.0128281472501,262.83956507410966,264.62396240234375,76749600,16,3,20,5,2019
5/17/2019,262.26927944908385,265.45174918046183,262.2508656601868,262.9131164550781,100353000,17,4,20,5,2019
5/20/2019,261.2758766896466,263.0234742932357,260.4112707469596,261.1747131347656,62877600,20,0,21,5,2019
5/21/2019,262.90387862705336,263.9156544543407,262.6463382409981,263.52935791015625,46847100,21,1,21,5,2019
5/22/2019,262.5544150202498,263.69494715090184,262.2324824792366,262.7199707,49482500,22,2,21,5,2019
5/23/2019,260.4480951880562,260.4940735228951,258.06583920548957,259.5099182128906,98733800,23,3,21,5,2019
5/24/2019,260.98150228638764,261.40462637760015,259.46385267516376,260.0985107421875,55268100,24,4,21,5,2019
5/28/2019,260.38372366187593,261.3587002239219,257.6611491906797,257.6795349121094,70029400,28,1,22,5,2019
5/29/2019,256.5389514,256.95284058530643,254.51539966699286,255.9502716064453,104972900,29,2,22,5,2019
5/30/2019,256.7229850297603,257.57841243428476,255.52726734057478,256.6494141,62523800,30,3,22,5,2019
5/31/2019,254.04636044317434,254.8925527,253.16334061218322,253.19093322753906,86862800,31,4,22,5,2019
6/3/2019,253.22778636097905,254.3683187969404,251.18584818284342,252.54714965820312,96428000,3,0,23,6,2019
6/4/2019,254.8925610273078,258.16701581566474,254.43266537647338,258.0290527,77231900,4,1,23,6,2019
6/5/2019,259.68465664798464,260.2917222539521,257.83589528460385,260.2641296386719,71169700,5,2,23,6,2019
6/6/2019,260.56761652430646,262.6463252266806,259.90536584015126,261.95648193359375,69430400,6,3,23,6,2019
6/7/2019,262.99593019004783,265.68173324417245,262.8211675904745,264.5779724121094,74272200,7,4,23,6,2019
6/10/2019,266.15993351369895,267.4936417734692,265.70003798547407,265.7920227050781,60799100,10,0,24,6,2019
6/11/2019,267.6499905549898,268.02710825653924,265.06537993174675,265.7276306152344,58641300,11,1,24,6,2019
6/12/2019,265.48849267617334,266.0587586156661,264.7342573053242,265.2585449,47096300,12,2,24,6,2019
6/13/2019,266.1875327213921,266.72102726644374,265.47009680236783,266.35308837890625,48945200,13,3,24,6,2019
6/14/2019,266.05877685546875,266.67502116015044,265.27694882329695,266.05877685546875,52324700,14,4,24,6,2019
6/17/2019,266.29793620958213,266.9418012728857,265.9852105722003,266.15997314453125,39205700,17,0,25,6,2019
6/18/2019,268.01789912192004,270.0230366616157,267.6499603,268.9468688964844,85434800,18,1,25,6,2019
6/19/2019,269.0849440672521,270.09672015061875,268.0915817752764,269.5540466308594,78674400,19,2,25,6,2019
6/20/2019,272.2949782703023,272.54331177418356,269.61838267150057,272.1293945,116570000,20,3,25,6,2019
6/21/2019,271.85395407824944,273.1386672180418,271.5119806857792,271.7337951660156,83309500,21,4,25,6,2019
6/24/2019,271.9463747235379,272.26984475814925,271.2439246239598,271.40106201171875,47582700,24,0,26,6,2019
6/25/2019,271.45653708581267,271.4842638968657,268.6282895331317,268.73919677734375,82028700,25,1,26,6,2019
6/26/2019,269.65418789065615,270.1717737925699,268.36022313587165,268.47113037109375,51584900,26,2,26,6,2019
6/27/2019,269.2475746886207,269.9407732836186,268.8593992709628,269.4231872558594,40355200,27,3,26,6,2019
6/28/2019,270.4213667087791,271.3179046,269.8945572,270.8095703,59350900,28,4,26,6,2019
7/1/2019,274.2108979828364,274.4327407344624,272.0388698723518,273.2681579589844,78705600,1,0,27,7,2019
7/2/2019,273.2218326205798,274.0351899451341,272.3622733506232,273.9797363,61504500,2,1,27,7,2019
7/3/2019,274.67298374695116,276.1887914,274.5250980064398,276.1702880859375,40898900,3,2,27,7,2019
7/5/2019,274.9133086960053,276.0224376753044,273.59161687687106,275.8560485839844,51677300,5,4,27,7,2019
7/8/2019,274.51588355582385,275.6712144980893,273.7857065,274.34027099609375,45841800,8,0,28,7,2019
7/9/2019,273.1571893896117,274.9872153903312,273.10173576573044,274.6822204589844,41101300,9,1,28,7,2019
7/10/2019,275.77284492916755,276.9651542506069,275.22753215891396,275.9946594238281,58448500,10,2,28,7,2019
7/11/2019,276.6509447891937,276.8912344552295,275.61577273337593,276.6416931152344,50826100,11,3,28,7,2019
7/12/2019,277.14078748001106,277.95414496290107,276.82654085368017,277.88018798828125,40326000,12,4,28,7,2019
7/15/2019,278.3238202970373,278.3238202970373,277.45500926413297,277.97259521484375,33900000,15,0,29,7,2019
7/16/2019,277.88024733864705,278.09283842818314,276.76189466397335,277.0761413574219,36650100,16,1,29,7,2019
7/17/2019,277.0484249274113,277.2147858525945,275.1906433105469,275.1906433105469,36036300,17,2,29,7,2019
7/18/2019,274.68224901027907,276.58623217829216,274.2293682994021,276.1980285644531,51392600,18,3,29,7,2019
7/19/2019,277.3163925,277.34411935213046,274.4881447721464,274.66375732421875,58678600,19,4,29,7,2019
7/22/2019,275.0704562646954,275.89306554354323,274.54364672207294,275.3385009765625,43638100,22,0,30,7,2019
7/23/2019,276.4846392951496,277.3072204589844,275.6343031038755,277.3072204589844,44564500,23,1,30,7,2019
7/24/2019,276.5307863,278.6103820800781,276.43835417041714,278.6103820800781,47213200,24,2,30,7,2019
7/25/2019,278.1482300478468,278.2036836751302,276.45680979674063,277.2794189453125,55394100,25,3,30,7,2019
7/26/2019,277.9818456989321,279.3405158653188,277.85243510864825,279.1371765136719,45084100,26,4,30,7,2019
7/29/2019,279.0170793829205,279.13723832727305,278.06508770901365,278.6288757324219,38126500,29,0,31,7,2019
7/30/2019,277.19623309387237,278.36081565673425,276.8080295041449,277.94488525390625,45849000,30,1,31,7,2019
7/31/2019,278.1944329269627,278.38854882942115,272.8429604320727,274.9040527,104245200,31,2,31,7,2019
8/1/2019,275.0611416,278.0834765807161,271.69680501914536,272.5101623535156,142646600,1,3,31,8,2019
8/2/2019,271.59526058120866,271.84480196286324,268.8686677023773,270.4584045410156,116749700,2,4,31,8,2019
8/5/2019,266.27142944463645,266.3823367020423,260.3838674779949,262.3248291015625,178745400,5,0,32,8,2019
8/6/2019,264.25657203393735,266.22526071757216,262.75001578472103,266.003418,120711700,6,1,32,8,2019
8/7/2019,262.86092065735875,266.9461837511232,260.6796691258436,266.1605529785156,140572300,7,2,32,8,2019
8/8/2019,267.68554004730987,271.3825988769531,267.12175211482304,271.3825988769531,87713900,8,3,32,8,2019
8/9/2019,270.4213437995395,271.03136186438127,267.7132550953524,269.5340576171875,93730000,9,4,32,8,2019
8/12/2019,267.9998366783801,269.52486808895196,265.2824956749646,266.25299072265625,65527600,12,0,33,8,2019
8/13/2019,265.9479349685074,271.8724755083538,265.5967098441178,270.3936462402344,94299800,13,1,33,8,2019
8/14/2019,266.2529698512019,266.8722114766512,262.2693907876048,262.3987731933594,135622100,14,2,33,8,2019
8/15/2019,263.30457104706943,264.0070213485983,261.0031606309779,263.09197998046875,99556600,15,3,33,8,2019
8/16/2019,264.7834345571621,267.4175671147897,263.1474675341784,266.97393798828125,83018300,16,4,33,8,2019
8/19/2019,270.06092521676425,270.88350619420993,269.36772663974176,270.1903076171875,53571800,19,0,34,8,2019
8/20/2019,269.67275334295795,270.2180662363062,267.9906127015361,268.1199951171875,51596400,20,1,34,8,2019
8/21/2019,270.3289047866654,270.68010162112404,269.62645470511717,270.3011779785156,49524700,21,2,34,8,2019
8/22/2019,271.0221209622323,271.6690892635742,268.4064363,270.2179870605469,51666400,22,3,34,8,2019
8/23/2019,268.88705652975733,270.58769992479773,262.0012743181564,263.2767639160156,149161500,23,4,34,8,2019
8/26/2019,265.513509,266.1882324,263.9514994469937,266.1882324,72423800,26,0,35,8,2019
8/27/2019,267.6115670825309,267.9905189347397,264.3673894693077,265.1437683105469,66668900,27,1,35,8,2019
8/28/2019,264.4690756736585,267.17716407452934,263.6464666733148,267.01080322265625,59696700,28,2,35,8,2019
8/29/2019,269.6265325,270.9574761061127,268.6005839,270.4213867,57899400,29,3,35,8,2019
8/30/2019,271.9371160719832,271.95559120864453,269.34918662361946,270.3011779785156,62901200,30,4,35,8,2019
9/3/2019,268.5636549,269.49714328030325,267.3620936483176,268.72076416015625,69101400,3,1,36,9,2019
9/4/2019,270.93904120900623,271.78934916817497,270.1718855,271.7708740234375,46887300,4,2,36,9,2019
9/5/2019,274.31262606756627,276.19810641963176,271.7339187368826,275.2646179199219,83258100,5,3,36,9,2019
9/6/2019,275.5880778153675,276.1333907219479,274.89487913993594,275.4771423339844,49584300,6,4,36,9,2019
9/9/2019,276.4845336608818,276.57693755839415,274.6544795477879,275.6157227,51260300,9,0,37,9,2019
9/10/2019,274.8393235560842,275.6157307,273.5546103562654,275.5510254,57947100,10,1,37,9,2019
9/11/2019,275.8653078794628,277.5936784916724,275.1998361147611,277.510498,68821100,11,2,37,9,2019
9/12/2019,278.43473172052427,279.55308407298503,277.6583527828087,278.4717102050781,72908700,12,3,37,9,2019
9/13/2019,278.92457956950307,279.2850563,277.9078828,278.2868347167969,62104800,13,4,37,9,2019
9/16/2019,277.13147467315866,278.3330354919427,276.7710261719441,277.4272461,58191200,16,0,38,9,2019
9/17/2019,277.2239711336887,278.2221646520508,277.0483585748336,278.1297607421875,41475500,17,1,38,9,2019
9/18/2019,277.7322654598748,278.4069887838876,275.65267007369465,278.29608154296875,73375800,18,2,38,9,2019
9/19/2019,278.6935488280659,279.71024569392466,277.9356449638511,278.2776184082031,76560500,19,3,38,9,2019
9/20/2019,278.89419654431777,279.1820678834675,276.1550408,276.9628601074219,89565000,20,4,38,9,2019
9/23/2019,276.2849310477191,277.6313149800778,276.0249429898963,276.89776611328125,43476800,23,0,39,9,2019
9/24/2019,278.01202028258086,278.41128260193733,273.74076356266914,274.7250061035156,94869400,24,1,39,9,2019
9/25/2019,274.80857712143575,276.80491710174124,273.2950640268299,276.3499450683594,71854000,25,2,39,9,2019
9/26/2019,276.3592417146195,276.5727861386031,274.33504686551635,275.7742614746094,56179700,26,3,39,9,2019
9/27/2019,276.54499435187046,276.6564421240386,272.7008821412031,274.2886657714844,84746600,27,4,39,9,2019
9/30/2019,274.8179149103244,276.2849846,274.7714995946573,275.56072998046875,51662400,30,0,40,9,2019
10/1/2019,276.4613877203526,277.12993256875956,272.0601506646763,272.2829895019531,88242400,1,1,40,10,2019
10/2/2019,270.66739213806324,270.6766865365457,266.15473498219154,267.4732360839844,122539500,2,2,40,10,2019
10/3/2019,267.2410650559494,269.6924056,264.46476061371544,269.6645508,85278800,3,3,40,10,2019
10/4/2019,270.33313741852976,273.57370883485635,270.2773993634763,273.3137207,65091200,4,4,40,10,2019
10/7/2019,272.4965713909018,274.1586533387081,271.84658697834055,272.1344299316406,59610500,7,0,41,10,2019
10/8/2019,270.24023367103206,270.99234308238664,267.8724576819064,267.90960693359375,95708100,8,1,41,10,2019
10/9/2019,269.9709389653653,271.41015361662113,269.33024900149655,270.4537658691406,62359400,9,2,41,10,2019
10/10/2019,270.3702139177897,273.18366758471564,270.2030847898321,272.2829895019531,55296300,10,3,41,10,2019
10/11/2019,275.096449,277.3899265485278,274.97576352922346,275.1057434082031,98720400,11,4,41,10,2019
10/14/2019,274.78075812880763,275.4678918032761,274.44649985737254,274.7993469238281,40394800,14,0,42,10,2019
10/15/2019,275.8672011603376,278.281393,275.7464873184598,277.5199890136719,46754500,15,1,42,10,2019
10/16/2019,277.04639441026364,277.7799434349836,276.62857155054655,277.0742492675781,48928200,16,2,42,10,2019
10/17/2019,278.2627955160193,278.78277179052833,277.18569370837014,277.8913879394531,45736600,17,3,42,10,2019
10/18/2019,277.3435632986516,278.00281388773544,275.80219490006067,276.6750183105469,64304000,18,4,42,10,2019
10/21/2019,278.0213254249053,278.7548459925666,277.57561944450106,278.5505676269531,39048600,21,0,43,10,2019
10/22/2019,279.0985227943441,279.39566024681164,277.5478881,277.6407470703125,48594700,22,1,43,10,2019
10/23/2019,277.3806486,278.5041655186661,277.1670758506515,278.4484558105469,34352200,23,2,43,10,2019
10/24/2019,279.4048886909919,279.55345738215453,278.0585044087297,278.9034729003906,35453100,24,3,43,10,2019
10/25/2019,278.31844627337273,280.60265764167457,278.2627365655191,280.0455322265625,45205400,25,4,43,10,2019
10/28/2019,281.28979566905184,282.13476411861257,281.2619408,281.6240539550781,42147000,28,0,44,10,2019
10/29/2019,281.3455128208354,282.4876186681085,281.21550459289125,281.5404968261719,44284900,29,1,44,10,2019
10/30/2019,281.7447738728271,282.7847263,280.4076840266568,282.4040527,49643900,30,2,44,10,2019
10/31/2019,282.3947293449271,282.3947293449271,280.1662559422836,281.6518859863281,69053800,31,3,44,10,2019
11/1/2019,283.1282666,284.30749319160043,282.96110914120294,284.2610778808594,71141500,1,4,44,11,2019
11/4/2019,285.8489348713397,285.9882091760244,285.02252676923877,285.4032287597656,60606900,4,0,45,11,2019
11/5/2019,285.6075007,285.91393249739014,284.7903870130964,285.0875244140625,42933200,5,1,45,11,2019
11/6/2019,285.08749222565956,285.4310449094823,284.1868140620744,285.1524963378906,46487100,6,2,45,11,2019
11/7/2019,286.5174454403237,287.52024865013226,285.67247697799684,286.1553039550781,54272300,7,3,45,11,2019
11/8/2019,285.80245119109856,286.9167021457135,285.08749096944433,286.8609924316406,49032100,8,4,45,11,2019
11/11/2019,285.44958160067375,286.48953386022674,285.3102790037266,286.3131103515625,35797300,11,0,46,11,2019
11/12/2019,286.6844927840248,287.8358643513088,286.1273674546201,286.9166259765625,46484600,12,1,46,11,2019
11/13/2019,285.90456508020446,287.4180782,285.6724318580942,287.0095215,53917700,13,2,46,11,2019
11/14/2019,286.72173282174003,287.5109915936073,286.07174834218335,287.4273986816406,51219900,14,3,46,11,2019
11/15/2019,288.7923356,289.55373953607693,288.0866698022748,289.5073242,62023600,15,4,46,11,2019
11/18/2019,289.2658531421132,289.9622528169653,288.8015866922118,289.7208251953125,49228000,18,0,47,11,2019
11/19/2019,290.3336678,290.34296215606764,288.9780176248719,289.63726806640625,67804700,19,1,47,11,2019
11/20/2019,289.03371097844246,289.5629815157398,286.97236687116674,288.5601501464844,79406200,20,2,47,11,2019
11/21/2019,288.67169215398803,288.78311160104846,287.2788923925655,288.0959777832031,54664700,21,3,47,11,2019
11/22/2019,288.8572860721357,288.99656033481176,287.7059143852478,288.7365723,44850200,22,4,47,11,2019
11/25/2019,289.68371917232486,290.9743652,289.68371917232486,290.9743652,48647200,25,0,48,11,2019
11/26/2019,291.0115656763941,291.8193849489931,290.6865734202753,291.6336669921875,37569000,26,1,48,11,2019
11/27/2019,292.12574625738165,292.9335938,291.90290741063325,292.9335938,44444600,27,2,48,11,2019
11/29/2019,292.3578802903636,292.6086023302097,291.6150652414797,291.8471984863281,36592700,29,4,48,11,2019
12/2/2019,292.10710496129445,292.17210905246606,288.93153892762484,289.3679504394531,75767800,2,0,49,12,2019
12/3/2019,286.59172459119657,287.5109915936073,285.18036453481506,287.4273986816406,73941700,3,1,49,12,2019
